SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |1|CPF/CNPJ OBRIGATORIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |461|VALOR MÍNIMO PARA PLANO PRÉ-PAGO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |462|CHECAR MERCADORIAS DA VENDA COM O ORÇAMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |463|MOSTRAR SALDO ANTERIOR NO CAIXA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |464|VENDA RÁPIDA: PREÇO AUTOMÁTICO, SE FOR SIM, NÃO CONSIDERAR AUTOMÁTICO NO PERFIL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |465|VENDA RÁPIDA: QUANTIDADE VIR ZERADA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |466|VENDA RÁPIDA: TIPO DE NOTA PARA "CONDICIONAL"|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |467|PEDIR SENHA PARA DEVOLUÇÃO DIFERENTE DA DE REQUISIÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |468|PERFIL PARA TIMER NA LIBERAÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |469|TEMPO PARA TIMER NA LIBERAÇÃO (EM MINUTOS)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |470|CATEGORIA PARA CLIENTES INATIVOS (POR MOTIVO DE ÓBITO POR EXEMPLO)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |471|CATEGORIA PARA CLIENTES À VISTA E CARTÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |472|ALTERAR CONTA COM MOVIMENTO VINCULADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |473|GRADE ALFANUMÉRICA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |474|REQUISIÇÃO: PEDIR VENDEDOR|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |475|HABILITAR CONDIÇÕES PAGAMENTO POR FORMA DE PAGAMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |476|PERFIL SOMENTE PARA VENDA RÁPIDA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |477|HABILITA ESPÉCIE DE PAGAMENTO NA NOTA DE VENDA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |478|MODELO DE RECIBO JATO DE TINTA: 1) NORMAL 2) PEQUENO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |479|TÉRMICA: CONDIÇÕES PGTO ETIQUETA (EX:0004-0005-0006-0007-0008-0009)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |480|TÉRMICA: FORMA PGTO ETIQ. (EX: 6-6-6-6-6-1) 1-DINHEIRO 2-CHQ 3-CARTAO 6 CREDIÁR.|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |481|TÉRMICA: DESCRIÇÃO DOS PREÇOS NA ETIQUETA (EX:4X - 30D - 3X - 15D - 2X - AV )|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |482|TÉRMICA: MARGEM TOPO EM DOT´S (MM * 8)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |483|TÉRMICA: MARGEM ESQUERDA EM DOT´S (MM * 8)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |484|TRABALHA COM UDF REMOVEACENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |485|PEDIR RECADASTRO APÓS LIMITE ULTIMA COMPRA: <P>EDIR <N>ÃO PEDIR <O>BRIGATÓRIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |486|NÚMERO DE DIAS PADRÃO NA TELA DE MOVIMENTAÇÃO DAS VENDAS DA MERCADORIA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |487|CHECAR ATRASO NO BOTÃO FATURAR|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |488|CATEGORIA PARA TOTAL PRODUTOS SEM DESCONTO E COM DESPESAS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |489|IMPRESSÃO DE CUPONS E CARNÉS PEQUENOS COM PREVIEW|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |490|CAMINHO DO CUPOM FISCAL (TXT´S CHART)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |491|TRABALHA PRÉ-VENDA CHART|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |492|PEDIR USUÁRIO NA SENHA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |493|TIPO DE NOTA PARA FABRICAÇÃO DE MERCADORIA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |494|INSCRIÇÃO ESTADUAL DA EMPRESA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |495|INSCRIÇÃO MUNICIPAL DA EMPRESA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |496|TIPO DE DOCUMENTO PARA DÉBITO AUTOMÁTICO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |497|ALÍQUOTA PADRÃO NA ENTRADA DE MERCADORIAS DE DENTRO DO ESTADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |498|ALÍQUOTA PADRÃO NA ENTRADA DE MERCADORIAS DE FORA DO ESTADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |499|PEDIDO: TIPO DE DOCUMENTO PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |500|PEDIDO: PLANO DE CONTAS PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |501|PEDIDO: CENTRO DE CUSTO PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |502|PEDIDO: LOCAL DE COBRANÇA PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |503|TESTA SE O NÚMERO DA VENDA É REPETIDO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |504|NÚMERO DE DIAS PARA REGISTRO NO SPC|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |505|GRADE RELACIONADA COM O TIPO DE GRADE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |506|TEMPO PARA TIMER NA CAPTURAÇÃO CUPOM FISCAL (EM MINUTOS)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |507|CÓDIGO FISCAL PADRÃO PARA ENTRADA SERVIÇO DENTRO DO ESTADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |508|CÓDIGO FISCAL PADRÃO PARA ENTRADA SERVIÇO FORA DO ESTADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |509|TAMANHO DO CUPOM EM CARACTERES: 1) 48  2) 58|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |510|CAPTURAR CUPOM FISCAL AUTOMATICAMENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |511|TERMINAL P/CAPTURAR CUPOM FISCAL AUTOMÁTICO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |512|CAMINHO E NOME DO BANCO DE DADOS CHART|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |513|PERCENTUAL FIXO EM CIMA DO VALOR DO VEÍCULO A SER GERADO JUNTO COM A BOLETA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |514|PLANO DE CONTA PARA VALOR FIXO EM CIMA DO VALOR DO VEÍCULO GERADO JUNTO C/BOLETA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |515|TIPO DE NOTA PARA LANÇAMENTO DE NF EMITIDA FORA DO ESTABELECIMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |516|SERVIÇO NA GERAÇÃO DA NF DOS CONTRATOS EM GV|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |517|SERVIÇO NA GERAÇÃO DA NF DOS CONTRATOS FORA DE GV|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |518|PERCENTUAL IMPOSTO DE RENDA PESSOA JURÍDICA ACIMA DE 666,87|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |519|PERCENTUAL COFINS,PIS,CONTRIBUICAO SOCIAL PESSOA JURÍDICA ACIMA DE 5.000,00|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |520|ACESSAR CONDIÇÃO DE PAGAMENTO NA JANELA DE FECHAMENTO DA NOTA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |521|TAMANHO FICHA CADASTRO CLIENTE: 1) GRANDE 2) MÉDIO 3 PEQUENO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |522|TRABALHAR COM TAXA DE AUMENTO DESVINCULADA DA CONDIÇÃO DE PAGAMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |523|TAXA DE AUMENTO PADRÃO EM CASO DO PARÂMETRO 563 = SIM|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |524|VISUALISAR VENDAS CONSIGNADAS NA TROCA/DEVOLUÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |525|JUNTAR REFERÊNCIA NA DESCRIÇÃO DO PRODUTO NA EXPORTAÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |526|TIPO DE BALANÇO: 1) INFORMANDO NOVO SALDO  2) ADICIONANDO MERCADORIAS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |527|COMISSÃO: DESCONTO PARA BASE DE CÁLCULO À VISTA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |528|REQUISIÇÃO: AGRUPAR MERCADORIAS IGUAIS NA INCLUSÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |529|PEDE SENHA AO LANÇAR SERVIÇO NA OS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |530|LIBERAR NOTA FISCAL ELETRÔNICA (VENDIDO SEPARADAMENTE)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |531|USA VIEW CAIXA MOVIMENTO 1 OU 2 (PADRÃO É 1)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |532|CÓDIGO DA CARTEIRA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |533|PERMITIR LANÇAMENTOS NO CAIXA SEM PLANO DE CONTA E CENTRO DE CUSTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |534|SENHA DO CHART|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |535|NA VENDA, PEDIR SENHA SE CLIENTE ESTIVER NO SPC|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |536|ACEITAR SOMENTE MATÉRIA PRIMA NOS COMPONENTES DA FABRICAÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |537|PEDIR TIPO DE PREÇO ANTES DE REQUISITAR A MERCADORIA (TELA AVULSA)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |538|PLANO DE CONTAS PADRÃO PARA MATERIAL DIDÁTICO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |539|PLANO DE CONTAS PADRÃO PARA TAXA ADICIONAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |540|DATA DE VENCIMENTO DA PRIMEIRA PARCELA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |541|DESCONTO NA BOLETA: TIPO: 1) VALOR FIXO 2) PERCENTUAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |542|DESCONTO NA BOLETA: VALOR OU PERCENTUAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |543|ESPÉCIE: 01 - DUPL.MERCANTIL 11 - DUPL.SERVIÇO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |544|Nº CARTEIRA: 0-VENDOR 4-DIRETA 5-ESCRITURAL 6-CAUÇÃO 7-DESCONTO 8-DESC.DUPL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |545|MÁSCARA DA QUANTIDADE NA VENDA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |546|VENDA RÁPIDA: PEDIR DT.VENCTO AVULSO (SÓ PRA QUEM NÃO FATURA VENDA RÁPIDA)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |547|VENDA RÁPIDA: SE PARÂMETRO 613 FOR SIM, INFORME PRAZO MÁXIMO NA DIGITAÇÃO VENCTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |548|TIPO DE DOCUMENTO PARA CARTÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |549|EXIBIR COMPRADOR NO CADASTRO DA NOTA FISCAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |550|FORMA DE PAGAMENTO PADRÃO NA QUITAÇÃO DO FORNECEDOR|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |551|PLANO DE CONTAS PADRÃO NO PAGAMENTO DO FORNECEDOR|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |552|CAIXA PADRÃO NO PAGAMENTO DO FORNECEDOR|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |553|TIPO DE DOCUMENTO PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |554|TIPO DE BANCO NA GERAÇÃO DA CONTA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |555|PADRÃO DO DEMONSTRATIVO DE LUCRO POR FORMA DE PAGAMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |556|SAIR MENSAGEM AVULSA 40 DIGITOS (CAMPO 159 a 160: SIM=94 NÃO=00)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |557|CLASSIFICAÇÃO PARA PREJUÍZO (MUDARÁ DE COR NO CONTA CORRENTE)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |558|TIPO DE NOTA FISCAL QUE NÃO VAI PARA O SINTEGRA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |559|TIPO DE NOTA PARA CARTÃO PRESENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |560|GRUPO DE MERCADORIA PARA CARTÃO PRESENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |561|VENC.BOLETA: 1) NO MÊS INFORMADO  2) NO MÊS SUBSEQUENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |562|CONSTAR NO HISTORICO DA BOLETA: 1) SOMENTE MÊS/ANO 2) PERÍODO COMPLETO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |563|PERGUNTAR SE QUER IMPRIMIR HISTÓRICO NO RECIBO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |564|EXTRATO DE CONTAS: 1) MATRICIAL 2) J.TINTA 3) CUPOM 4)PERGUNTAR 5) NENHUM|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |565|TRABALHAR COM 1) FUNDO DE RESERVA 2) RATEIO DE OUTROS VALORES|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |566|DESCRIÇÃO PARA O MENU "FUNDO DE RESERVA"|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |567|ACEITAR BAIXA DE BOLETAS À MENOR NO RETORNO BANCÁRIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |568|TRABALHAR COM 1 STOP BIT|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |569|PORTA "COM"|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |570|BAUDRATE: 1) 2400  2) 4800  3) 9600  4) 1200  5) 19200|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |571|DATABITS: 1) 7 BITS DE DADOS  2) 8 BITS DE DADOS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |572|PARIDADE: 1) NENHUMA 2) ÍMPAR 3) PAR 4) ESPAÇO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |573|TIPO LEITURA: 1) P05/605A  2) P05B SEM TARA  3) P05B COM TARA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |574|PASTA ONDE SERÁ GRAVADO O PESO.TXT|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |575|TRABALHA COM BALANÇA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |576|PESO MÍNIMO EM GRAMAS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |577|ATUALIZA PRODUTO/CLIENTE NO PROG.FISCAL AUTOMATICAMENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |578|FECHAR PORTA BALANÇA ANTES DE ABRIR (POR PROBLEMAS NO CHART)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |579|TRABALHA COM PREÇO PROMOCIONAIS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |580|TIPO BUSCA F6: 1) 4 OPCOES 2) COD.PADRÃO/DESCRIÇÃO 3) COD.SISTEMA/DESCRIÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |581|CAPTURA PARCELAS DO CHART|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |582|PERMITIR CADASTRO DE C.CUSTO PARA NOTAS DE COMPRA SEM PARCELAS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |583|DIAS DE ATRASO PARA ACUMULAR EM "DEVEDORES DUVIDOSOS"|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |584|PLANO DE CONTA PARA DEVEDORES DUVIDOSOS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |585|PLANO DE CONTA PARA DEPRECIAÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |586|PLANO DE CONTA PARA RECUPERAÇÃO DE DEVEDORES DUVIDOSOS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |587|NOME DO TERMINAL PARA LEITURA BIOMÉTRICA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |588|TRABALHAR COM BIOMETRIA (NEGOCIADO À PARTE - VER COM ALCENIR)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |589|ABRIR O REG.PONTO SOMENTE NO TERMINAL CADASTRADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |590|CATEGORIA PARA MOTORISTA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |591|CATEGORIA PARA PROPRIETÁRIO/CONTRATADO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |592|TIPO DE VEÍCULO CAVALINHO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |593|TIPO DE VEÍCULO CARRETA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |594|CONDIÇÃO DE PAGAMENTO NO ENCERRAMENTO DO FRETE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |595|PLANO DE CONTAS NO ENCERRAMENTO DO FRETE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |596|CENTRO DE CUSTO NO ENCERRAMENTO DO FRETE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |597|TIPO DE DOCUMENTO NO ENCERRAMENTO DO FRETE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |598|LOCAL DE COBRANÇA NO ENCERRAMENTO DO FRETE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |599|TIPO DE IMPOSTO PARA INSS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |600|TIPO DE IMPOSTO PARA IMPOSTO DE RENDA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |601|SOMAR BASE DE ICMS AUTOMATICAMENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |602|ACEITA GERAR RATEIO SEM O NOME DO CLIENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |603|BUSCA DA VENDA COM CLIENTE SELECIONADO OBEDECER PERÍODO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |604|PLANO DE CONTAS PARA VALE PEDÁGIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |605|PLANO DE CONTAS PARA DESCARGA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |606|TRABALHAR COM TX.ANALISE DE CADASTRO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |607|PLANO DE CONTAS PARA TX.INSCRIÇÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |608|PLANO DE CONTAS PARA TX.ADESÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |609|PLANO DE CONTAS PARA TX.ANÁLISE DE CADASTRO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |610|PLANO DE CONTAS NA GERAÇÃO DAS PARCELAS DA NOTA FISCAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |611|PLANO DE CONTAS NA GERAÇÃO DAS PARCELAS DA SIMULAÇÃO DE RATEIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |612|HISTÓRICO NA GERAÇÃO DAS PARCELAS DE SIMULAÇÃO DE RATEIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |613|PROTOCOLO NA RETIRADA DO SPC OBRIGATÓRIO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |614|ACEITAR PASSAR SEM RECADASTRAR CLIENTE (VINCULADO AO PARAMETRO: 523 )|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |615|CPF OBRIGATÓRIO NO PRÉ-CADASTRO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |616|ACEITAR PAGAMENTO EM CHEQUE PARA CLIENTE AVULSO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |617|CONSIGNAÇÃO: GRUPO DE ACESSÓRIOS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |618|CONSIGNAÇÃO: DESCONTO AUTOMÁTICO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |619|CONSIGNAÇÃO: AO ESTOURAR O LIM.CRÉDITO: 1) PERGUNTAR  2) VENDA DIRETA AUTOMÁTICA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |620|CONSIGNAÇÃO: PLANO DE PAGAMENTO PADRÃO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |621|TEMPO QUE RESIDE EM STRING|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |622|DESCRIÇÃO DA GUIA "DEPENDENTES" NO CADASTRO DO CLIENTE|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |623|CONSIGNAÇÃO: TOTAIS DA NOTA: 1) RESUMIDO 2) COMPLETO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |624|CONSIGNAÇÃO: NA IMPRESSÃO PERGUNTAR SE QUE AGRUPAR POR FUNCIONÁRIO/DT.LANÇAMENTO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |625|TIPO DE NOTA QUE NÃO É DESCONTO AUTOMÁTICO|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |626|CONSIGNAÇÃO: TRABALHA COM DESCONTO ADICIONAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |627|CONSIGNAÇÃO: TRABALHA COM DESISTÊNCIA|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |628|CONSIGNAÇÃO: CÓDIGO DE BARRA ORA LETRA, ORA NÚMEROS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |629|CONSIGNAÇÃO: VALOR VENDA MÍNIMA  PARA DESCONTO ADICIONAL|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |630|TÉRMICA: DIMENSÃO DA ETIQUETA (ALTURA EM MM * 8)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |631|TÉRMICA: ESPAÇO HORIZONTAL ENTRE AS ETIQUETAS (EM MM * 8)|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |632|GERA CÓDIGO DE BARRA AUTOMATICAMENTE NO CADASTRO DE MERCADORIAS|
SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |633|MÁSCARA DO CÓDIGO NA GERAÇÃO AUTOMÁTICA DO CÓDIGO DE BARRA|
